Ensembl.ID	Gene.Symbol	GNF.GeneAtlas.Specificity
ENSMUSG00000043017	Ptgir	TRE
ENSMUSG00000043020	Wdr63	TRE
ENSMUSG00000043036	Ccdc63	TRE
ENSMUSG00000043050	Tnp2	TRE
ENSMUSG00000043068	Fam89a	TRE
ENSMUSG00000043085	Tmem82	TRE
ENSMUSG00000043099	Hic1	TRE
ENSMUSG00000043110	Lrrn4	TRE
ENSMUSG00000043153	Ispd	TRE
ENSMUSG00000043164	Tmem212	TRE
ENSMUSG00000043243	Fam129c	TRE
ENSMUSG00000043263	Pyhin1	TRE
ENSMUSG00000043286	Pnpla1	TRE
ENSMUSG00000043289	Mei4	TRE
ENSMUSG00000043298	C030030A07Rik	TRE
ENSMUSG00000043313	Pcdhb19	TRE
ENSMUSG00000043323	Fbrsl1	TRE
ENSMUSG00000043333	Rhbdl2	TRE
ENSMUSG00000043342	Hoxd9	TRE
ENSMUSG00000043372	Hexim2	TRE
ENSMUSG00000043388	Tmem130	TRE
ENSMUSG00000043421	Hilpda	TRE
ENSMUSG00000043432	Leng9	TRE
ENSMUSG00000043439	E130012A19Rik	TRE
ENSMUSG00000043441	Gpr149	TRE
ENSMUSG00000043460	Elfn2	TRE
ENSMUSG00000043461	1110032A04Rik	TRE
ENSMUSG00000043463	Rab9b	TRE
ENSMUSG00000043487	Acot6	TRE
ENSMUSG00000043496	Tril	TRE
ENSMUSG00000043505	Gimap5	TRE
ENSMUSG00000043518	Rai2	TRE
ENSMUSG00000043572	Pars2	TRE
ENSMUSG00000043592	Unc5cl	TRE
ENSMUSG00000043614	Vps37d	TRE
ENSMUSG00000043631	Ecm2	TRE
ENSMUSG00000043633	4930412F15Rik	TRE
ENSMUSG00000043635	Adamts3	TRE
ENSMUSG00000043639	Rbm20	TRE
ENSMUSG00000043644	0610009L18Rik	TRE
ENSMUSG00000043648	Pld6	TRE
ENSMUSG00000043683	Fem1a	TRE
ENSMUSG00000043687	1190005I06Rik	TRE
ENSMUSG00000043705	Capn13	TRE
ENSMUSG00000043740	B430306N03Rik	TRE
ENSMUSG00000043753	Dmrta1	TRE
ENSMUSG00000043760	Pkhd1	TRE
ENSMUSG00000043773	1700048O20Rik	TRE
ENSMUSG00000043789	Vwce	TRE
ENSMUSG00000043811	Rtn4r	TRE
ENSMUSG00000043822	Adamtsl5	TRE
ENSMUSG00000043832	Clec4a3	TRE
ENSMUSG00000043857	Mgat5b	TRE
ENSMUSG00000043895	S1pr2	TRE
ENSMUSG00000043903	Gm22	TRE
ENSMUSG00000043924	A330049M08Rik	TRE
ENSMUSG00000043931	Gimap7	TRE
ENSMUSG00000043943	Naalad2	TRE
ENSMUSG00000043953	Ccrl2	TRE
ENSMUSG00000043969	Emx2	TRE
ENSMUSG00000043987	Cep164	TRE
ENSMUSG00000044005	Gls2	TRE
ENSMUSG00000044014	Npy5r	TRE
ENSMUSG00000044017	Gpr133	TRE
ENSMUSG00000044022	Pcdhb21	TRE
ENSMUSG00000044024	Rell2	TRE
ENSMUSG00000044042	Fmn1	TRE
ENSMUSG00000044056	Efcab9	TRE
ENSMUSG00000044067	Gpr22	TRE
ENSMUSG00000044071	Fam19a2	TRE
ENSMUSG00000044083	Efcab8	TRE
ENSMUSG00000044086	Lmod3	TRE
ENSMUSG00000044092	C130050O18Rik	TRE
ENSMUSG00000044103	Il1f9	TRE
ENSMUSG00000044117	2900011O08Rik	TRE
ENSMUSG00000044122	Proca1	TRE
ENSMUSG00000044134	Fam109a	TRE
ENSMUSG00000044156	Hepacam2	TRE
ENSMUSG00000044164	Rnf182	TRE
ENSMUSG00000044165	Bcl2l15	TRE
ENSMUSG00000044176	Spink10	TRE
ENSMUSG00000044199	S1pr4	TRE
ENSMUSG00000044244	Il20rb	TRE
ENSMUSG00000044250	Fam113b	TRE
ENSMUSG00000044287	Nrn1l	TRE
ENSMUSG00000044288	Cnr1	TRE
ENSMUSG00000044303	Cdkn2a	TRE
ENSMUSG00000044309	Apol7c	TRE
ENSMUSG00000044313	Mab21l3	TRE
ENSMUSG00000044320	1700001O22Rik	TRE
ENSMUSG00000044339	Alkbh2	TRE
ENSMUSG00000044349	Snhg11	TRE
ENSMUSG00000044350	9030625A04Rik	TRE
ENSMUSG00000044352	Sowaha	TRE
ENSMUSG00000044367	Slc16a13	TRE
ENSMUSG00000044390	Tigd3	TRE
ENSMUSG00000044405	Adig	TRE
ENSMUSG00000044461	Shisa2	TRE
ENSMUSG00000044469	Tnfaip8l1	TRE
ENSMUSG00000044499	Hs3st5	TRE
ENSMUSG00000044534	Ccbp2	TRE
ENSMUSG00000044550	Tceal3	TRE
ENSMUSG00000044556	4930544O15Rik	TRE
ENSMUSG00000044562	Rasip1	TRE
ENSMUSG00000044566	Cage1	TRE
ENSMUSG00000044583	Tlr7	TRE
ENSMUSG00000044628	Rnf208	TRE
ENSMUSG00000044667	D3Bwg0562e	TRE
ENSMUSG00000044676	Zfp612	TRE
ENSMUSG00000044678	Ly6k	TRE
ENSMUSG00000044681	Cnpy1	TRE
ENSMUSG00000044694	2010007H06Rik	TRE
ENSMUSG00000044703	Phf11	TRE
ENSMUSG00000044707	Ccnjl	TRE
ENSMUSG00000044708	Kcnj10	TRE
ENSMUSG00000044748	Defb1	TRE
ENSMUSG00000044749	Abca6	TRE
ENSMUSG00000044770	Scml4	TRE
ENSMUSG00000044811	AF251705	TRE
ENSMUSG00000044816	D630023F18Rik	TRE
ENSMUSG00000044827	Tlr1	TRE
ENSMUSG00000044835	Ankrd45	TRE
ENSMUSG00000044854	1700056E22Rik	TRE
ENSMUSG00000044860	Gm1123	TRE
ENSMUSG00000044906	4930503L19Rik	TRE
ENSMUSG00000044912	Syt16	TRE
ENSMUSG00000044916	1700029I15Rik	TRE
ENSMUSG00000044927	H1fx	TRE
ENSMUSG00000044937	BC030307	TRE
ENSMUSG00000044948	Wdr96	TRE
ENSMUSG00000044951	Mylk4	TRE
ENSMUSG00000044991	1110034G24Rik	TRE
ENSMUSG00000045004	Spata21	TRE
ENSMUSG00000045007	Tubg2	TRE
ENSMUSG00000045009	Prrt3	TRE
ENSMUSG00000045019	Acer1	TRE
ENSMUSG00000045031	Cetn4	TRE
ENSMUSG00000045036	Tmem232	TRE
ENSMUSG00000045038	Prkce	TRE
ENSMUSG00000045045	Lrfn4	TRE
ENSMUSG00000045083	Lingo2	TRE
ENSMUSG00000045095	Magi1	TRE
ENSMUSG00000045102	Poln	TRE
ENSMUSG00000045106	Ccdc73	TRE
ENSMUSG00000045107	1810063B07Rik	TRE
ENSMUSG00000045201	Lrrc3b	TRE
ENSMUSG00000045215	Asxl3	TRE
ENSMUSG00000045248	Med26	TRE
ENSMUSG00000045251	Zfp688	TRE
ENSMUSG00000045257	Morn2	TRE
ENSMUSG00000045268	Zfp691	TRE
ENSMUSG00000045275	Lca5l	TRE
ENSMUSG00000045281	Gpr20	TRE
ENSMUSG00000045284	Dcaf12l1	TRE
ENSMUSG00000045319	5430407P10Rik	TRE
ENSMUSG00000045326	Fndc7	TRE
ENSMUSG00000045348	6430598A04Rik	TRE
ENSMUSG00000045349	Sh2d5	TRE
ENSMUSG00000045350	1700030F18Rik	TRE
ENSMUSG00000045378	Pxt1	TRE
ENSMUSG00000045391	1700120B22Rik	TRE
ENSMUSG00000045404	Kcnk13	TRE
ENSMUSG00000045466	Zfp956	TRE
ENSMUSG00000045467	Ttll13	TRE
ENSMUSG00000045502	Niacr1	TRE
ENSMUSG00000045538	Ddx28	TRE
ENSMUSG00000045551	Fpr1	TRE
ENSMUSG00000045625	Pigz	TRE
ENSMUSG00000045662	4921515J06Rik	TRE
ENSMUSG00000045731	Pnoc	TRE
ENSMUSG00000045751	Mms22l	TRE
ENSMUSG00000045775	Slc16a5	TRE
ENSMUSG00000045777	6330512M04Rik	TRE
ENSMUSG00000045822	Zswim3	TRE
ENSMUSG00000045826	Ptprcap	TRE
ENSMUSG00000045875	Adra1a	TRE
ENSMUSG00000045903	Npas4	TRE
ENSMUSG00000045917	6330416G13Rik	TRE
ENSMUSG00000045928	4933440M02Rik	TRE
ENSMUSG00000045930	Clec14a	TRE
ENSMUSG00000045942	BC049762	TRE
ENSMUSG00000045967	Gpr158	TRE
ENSMUSG00000045968	5830403L16Rik	TRE
ENSMUSG00000045980	Tmem104	TRE
ENSMUSG00000045991	Onecut2	TRE
ENSMUSG00000046000	Naa11	TRE
ENSMUSG00000046031	Fam26f	TRE
ENSMUSG00000046056	Sbsn	TRE
ENSMUSG00000046070	Igfals	TRE
ENSMUSG00000046093	Hpcal4	TRE
ENSMUSG00000046110	Serinc4	TRE
ENSMUSG00000046111	5830418K08Rik	TRE
ENSMUSG00000046160	Olig1	TRE
ENSMUSG00000046178	Nxph1	TRE
ENSMUSG00000046179	E2f8	TRE
ENSMUSG00000046182	Gsg1l	TRE
ENSMUSG00000046192	Iqub	TRE
ENSMUSG00000046207	Pik3r6	TRE
ENSMUSG00000046213	Cym	TRE
ENSMUSG00000046245	Pilra	TRE
ENSMUSG00000046269	Usp27x	TRE
ENSMUSG00000046280	She	TRE
ENSMUSG00000046295	Ankle1	TRE
ENSMUSG00000046323	Dppa3	TRE
ENSMUSG00000046337	Fam178b	TRE
ENSMUSG00000046338	Gpat2	TRE
ENSMUSG00000046345	2310010M20Rik	TRE
ENSMUSG00000046367	4931440L10Rik	TRE
ENSMUSG00000046378	Asphd1	TRE
ENSMUSG00000046380	Jrk	TRE
ENSMUSG00000046387	Pcdhb17	TRE
ENSMUSG00000046408	1700067K01Rik	TRE
ENSMUSG00000046442	Ppm1e	TRE
ENSMUSG00000046449	C77370	TRE
ENSMUSG00000046456	Tmem150b	TRE
ENSMUSG00000046470	Sox18	TRE
ENSMUSG00000046480	Scn4b	TRE
ENSMUSG00000046500	Fam19a4	TRE
ENSMUSG00000046523	Kctd4	TRE
ENSMUSG00000046546	Fam43a	TRE
ENSMUSG00000046561	Arsj	TRE
ENSMUSG00000046589	Lrrc8e	TRE
ENSMUSG00000046591	5730590G19Rik	TRE
ENSMUSG00000046605	B3gntl1	TRE
ENSMUSG00000046607	Hrk	TRE
ENSMUSG00000046613	Vwa5b2	TRE
ENSMUSG00000046679	C87436	TRE
ENSMUSG00000046694	Fam46b	TRE
ENSMUSG00000046714	Foxc2	TRE
ENSMUSG00000046733	Gprc5a	TRE
ENSMUSG00000046743	Fat4	TRE
ENSMUSG00000046748	2310005G13Rik	TRE
ENSMUSG00000046764	A530053G22Rik	TRE
ENSMUSG00000046774	8030474K03Rik	TRE
ENSMUSG00000046782	Ttc6	TRE
ENSMUSG00000046793	Gpr61	TRE
ENSMUSG00000046814	Gchfr	TRE
ENSMUSG00000046826	Fam187b	TRE
ENSMUSG00000046844	Vat1l	TRE
ENSMUSG00000046846	Spesp1	TRE
ENSMUSG00000046856	Gpr1	TRE
ENSMUSG00000046886	Zfp474	TRE
ENSMUSG00000046908	Ltb4r1	TRE
ENSMUSG00000046971	Pla2g4f	TRE
ENSMUSG00000046991	Wdr27	TRE
ENSMUSG00000046997	Spsb4	TRE
ENSMUSG00000046999	1110032F04Rik	TRE
ENSMUSG00000047003	Zfp41	TRE
ENSMUSG00000047013	Fbxo41	TRE
ENSMUSG00000047021	Ccdc108	TRE
ENSMUSG00000047022	Mipol1	TRE
ENSMUSG00000047085	Lrrc4b	TRE
ENSMUSG00000047115	D330028D13Rik	TRE
ENSMUSG00000047129	1700113H08Rik	TRE
ENSMUSG00000047141	Zfp654	TRE
ENSMUSG00000047143	Dmrta2	TRE
ENSMUSG00000047150	1700001C19Rik	TRE
ENSMUSG00000047155	Cyp4x1	TRE
ENSMUSG00000047161	Chst9	TRE
ENSMUSG00000047182	Irs3	TRE
ENSMUSG00000047193	Dync2h1	TRE
ENSMUSG00000047216	Cdh19	TRE
ENSMUSG00000047227	Gm527	TRE
ENSMUSG00000047237	Fbxw21	TRE
ENSMUSG00000047238	Mageh1	TRE
ENSMUSG00000047261	Gap43	TRE
ENSMUSG00000047330	Kcne4	TRE
ENSMUSG00000047342	Zfp286	TRE
ENSMUSG00000047415	Gpr68	TRE
ENSMUSG00000047419	Cmya5	TRE
ENSMUSG00000047428	Dlk2	TRE
ENSMUSG00000047434	AI480653	TRE
ENSMUSG00000047466	8030462N17Rik	TRE
ENSMUSG00000047473	Zfp30	TRE
ENSMUSG00000047495	Dlgap2	TRE
ENSMUSG00000047496	Rnf152	TRE
ENSMUSG00000047507	Baiap3	TRE
ENSMUSG00000047517	Dmbt1	TRE
ENSMUSG00000047528	Als2cr12	TRE
ENSMUSG00000047534	Mis18bp1	TRE
ENSMUSG00000047583	Tyw3	TRE
ENSMUSG00000047604	Frat2	TRE
ENSMUSG00000047631	Apof	TRE
ENSMUSG00000047638	Nr1h4	TRE
ENSMUSG00000047654	Tssk6	TRE
ENSMUSG00000047661	1600012P17Rik	TRE
ENSMUSG00000047669	Msl3l2	TRE
ENSMUSG00000047719	Ubiad1	TRE
ENSMUSG00000047747	Rnf150	TRE
ENSMUSG00000047759	Hs3st3a1	TRE
ENSMUSG00000047767	Atg16l2	TRE
ENSMUSG00000047786	Lix1	TRE
ENSMUSG00000047787	Flrt1	TRE
ENSMUSG00000047793	Sned1	TRE
ENSMUSG00000047798	Cd300lf	TRE
ENSMUSG00000047841	BC051628	TRE
ENSMUSG00000047842	Diras2	TRE
ENSMUSG00000047854	Stx19	TRE
ENSMUSG00000047878	A4galt	TRE
ENSMUSG00000047880	Cxcr5	TRE
ENSMUSG00000047910	Pcdhb16	TRE
ENSMUSG00000047953	Gp5	TRE
ENSMUSG00000047959	Kcna3	TRE
ENSMUSG00000047976	Kcna1	TRE
ENSMUSG00000047996	Prrg1	TRE
ENSMUSG00000048022	Tmem229a	TRE
ENSMUSG00000048038	4932418E24Rik	TRE
ENSMUSG00000048078	Odz4	TRE
ENSMUSG00000048096	Lmod1	TRE
ENSMUSG00000048108	Tmem72	TRE
ENSMUSG00000048138	Dmrt2	TRE
ENSMUSG00000048142	Nat8l	TRE
ENSMUSG00000048174	Tmem81	TRE
ENSMUSG00000048186	Bend7	TRE
ENSMUSG00000048200	Efcab4a	TRE
ENSMUSG00000048206	Dnajb8	TRE
ENSMUSG00000048218	Amigo2	TRE
ENSMUSG00000048240	Gng7	TRE
ENSMUSG00000048251	Bcl11b	TRE
ENSMUSG00000048281	Dleu7	TRE
ENSMUSG00000048330	Ric3	TRE
ENSMUSG00000048349	Pou4f1	TRE
ENSMUSG00000048368	Omd	TRE
ENSMUSG00000048385	Scrt1	TRE
ENSMUSG00000048387	Osr1	TRE
ENSMUSG00000048388	Fam171b	TRE
ENSMUSG00000048399	Tprg	TRE
ENSMUSG00000048402	Gli2	TRE
ENSMUSG00000048416	Mlf1	TRE
ENSMUSG00000048424	Ranbp3l	TRE
ENSMUSG00000048439	Nupl2	TRE
ENSMUSG00000048440	Cyp4f16	TRE
ENSMUSG00000048445	Ccdc57	TRE
ENSMUSG00000048450	Msx1	TRE
ENSMUSG00000048458	6530418L21Rik	TRE
ENSMUSG00000048478	4732415M23Rik	TRE
ENSMUSG00000048481	Mypop	TRE
ENSMUSG00000048502	Duxbl	TRE
ENSMUSG00000048521	Cxcr6	TRE
ENSMUSG00000048562	Sp8	TRE
ENSMUSG00000048572	E030010A14Rik	TRE
ENSMUSG00000048583	Igf2	TRE
ENSMUSG00000048617	Rtbdn	TRE
ENSMUSG00000048621	Gm6377	TRE
ENSMUSG00000048644	Ctxn1	TRE
ENSMUSG00000048647	Exd1	TRE
ENSMUSG00000048652	Samd13	TRE
ENSMUSG00000048677	Tpcn2	TRE
ENSMUSG00000048696	Mex3d	TRE
ENSMUSG00000048707	Tprn	TRE
ENSMUSG00000048721	C030019I05Rik	TRE
ENSMUSG00000048732	Klhl11	TRE
ENSMUSG00000048772	Tmem53	TRE
ENSMUSG00000048776	Pthlh	TRE
ENSMUSG00000048779	P2ry6	TRE
ENSMUSG00000048796	Cyb561d1	TRE
ENSMUSG00000048814	Lonrf2	TRE
ENSMUSG00000048834	Vstm2a	TRE
ENSMUSG00000048856	Slc25a47	TRE
ENSMUSG00000048895	Cdk5r1	TRE
ENSMUSG00000048899	Rimkla	TRE
ENSMUSG00000048905	4930539E08Rik	TRE
ENSMUSG00000048911	Rnf24	TRE
ENSMUSG00000048922	Cdca2	TRE
ENSMUSG00000048924	Ccdc125	TRE
ENSMUSG00000048939	Atp13a5	TRE
ENSMUSG00000048960	Prex2	TRE
ENSMUSG00000048988	Elfn1	TRE
ENSMUSG00000049001	A930038C07Rik	TRE
ENSMUSG00000049086	Bmyc	TRE
ENSMUSG00000049092	Gpr137c	TRE
ENSMUSG00000049100	Pcdh10	TRE
ENSMUSG00000049103	Ccr2	TRE
ENSMUSG00000049109	Themis	TRE
ENSMUSG00000049119	Fam110b	TRE
ENSMUSG00000049122	Frmd3	TRE
ENSMUSG00000049130	C5ar1	TRE
ENSMUSG00000049134	Nrap	TRE
ENSMUSG00000049148	Plcxd3	TRE
ENSMUSG00000049152	Ugt3a2	TRE
ENSMUSG00000049191	Rgag4	TRE
ENSMUSG00000049225	Pdp1	TRE
ENSMUSG00000049252	Lrp1b	TRE
ENSMUSG00000049265	Kcnk3	TRE
ENSMUSG00000049281	Scn3b	TRE
ENSMUSG00000049285	Mblac1	TRE
ENSMUSG00000049303	Syt12	TRE
ENSMUSG00000049307	Fut4	TRE
ENSMUSG00000049321	Zfp2	TRE
ENSMUSG00000049353	Rd3	TRE
ENSMUSG00000049404	Rarres1	TRE
ENSMUSG00000049409	Prokr1	TRE
ENSMUSG00000049491	Slc36a3	TRE
ENSMUSG00000049493	Pls1	TRE
ENSMUSG00000049526	Tmem202	TRE
ENSMUSG00000049532	Sall2	TRE
ENSMUSG00000049537	Tecrl	TRE
ENSMUSG00000049538	Adamts16	TRE
ENSMUSG00000049555	Tmie	TRE
ENSMUSG00000049556	Lingo1	TRE
ENSMUSG00000049565	Aknad1	TRE
ENSMUSG00000049571	9330101J02Rik	TRE
ENSMUSG00000049580	Tsku	TRE
ENSMUSG00000049583	Grm5	TRE
ENSMUSG00000049612	Omg	TRE
ENSMUSG00000049625	Tifab	TRE
ENSMUSG00000049630	C1ql3	TRE
ENSMUSG00000049643	2310022A10Rik	TRE
ENSMUSG00000049653	Spatc1	TRE
ENSMUSG00000049670	Morn4	TRE
ENSMUSG00000049676	Catsperg1	TRE
ENSMUSG00000049690	Nckap5	TRE
ENSMUSG00000049709	Nlrp10	TRE
ENSMUSG00000049721	Gal3st1	TRE
ENSMUSG00000049723	Mmp12	TRE
ENSMUSG00000049728	Zfp668	TRE
ENSMUSG00000049739	Zfp646	TRE
ENSMUSG00000049792	Bag5	TRE
ENSMUSG00000049799	Lrrc19	TRE
ENSMUSG00000049811	Fam161a	TRE
ENSMUSG00000049872	Fam26e	TRE
ENSMUSG00000049892	Rasd1	TRE
ENSMUSG00000049916	2610318N02Rik	TRE
ENSMUSG00000049929	Lpar4	TRE
ENSMUSG00000049939	Lrrc4	TRE
ENSMUSG00000049985	Ankrd55	TRE
ENSMUSG00000049999	Ppp1r3d	TRE
ENSMUSG00000050022	Amz1	TRE
ENSMUSG00000050035	Fhl4	TRE
ENSMUSG00000050050	Ccdc158	TRE
ENSMUSG00000050075	Gpr171	TRE
ENSMUSG00000050097	Ces2b	TRE
ENSMUSG00000050103	Agmo	TRE
ENSMUSG00000050105	Grrp1	TRE
ENSMUSG00000050107	Gsg2	TRE
ENSMUSG00000050108	Bpifc	TRE
ENSMUSG00000050121	Opalin	TRE
ENSMUSG00000050138	Kcnk12	TRE
ENSMUSG00000050150	Nhedc1	TRE
ENSMUSG00000050192	Eif5a2	TRE
ENSMUSG00000050201	Otop2	TRE
ENSMUSG00000050211	Pla2g4e	TRE
ENSMUSG00000050232	Cxcr3	TRE
ENSMUSG00000050234	Gja4	TRE
ENSMUSG00000050240	Hic2	TRE
ENSMUSG00000050241	Klre1	TRE
ENSMUSG00000050272	Dscam	TRE
ENSMUSG00000050304	Slc25a2	TRE
ENSMUSG00000050315	Synpo2	TRE
ENSMUSG00000050345	4930486L24Rik	TRE
ENSMUSG00000050350	Gpr18	TRE
ENSMUSG00000050368	Hoxd10	TRE
ENSMUSG00000050370	Ch25h	TRE
ENSMUSG00000050377	Il31ra	TRE
ENSMUSG00000050394	Armcx6	TRE
ENSMUSG00000050439	Enthd1	TRE
ENSMUSG00000050440	Hamp	TRE
ENSMUSG00000050447	Lypd6	TRE
ENSMUSG00000050473	Slc35d3	TRE
ENSMUSG00000050534	Htr5b	TRE
ENSMUSG00000050541	Adra1b	TRE
ENSMUSG00000050555	Hyls1	TRE
ENSMUSG00000050556	Kcnb1	TRE
ENSMUSG00000050558	Prokr2	TRE
ENSMUSG00000050587	Lrrc4c	TRE
ENSMUSG00000050640	Tmem150c	TRE
ENSMUSG00000050663	Trhde	TRE
ENSMUSG00000050677	Ccdc96	TRE
ENSMUSG00000050721	Plekho2	TRE
ENSMUSG00000050747	Trim15	TRE
ENSMUSG00000050751	Pgbd5	TRE
ENSMUSG00000050777	Tmem37	TRE
ENSMUSG00000050783	Htr1f	TRE
ENSMUSG00000050786	Ccdc126	TRE
ENSMUSG00000050821	Fam131a	TRE
ENSMUSG00000050830	Vwc2	TRE
ENSMUSG00000050840	Cdh20	TRE
ENSMUSG00000050896	Rtn4rl2	TRE
ENSMUSG00000050908	Fam18a	TRE
ENSMUSG00000050921	P2ry10	TRE
ENSMUSG00000050930	4933403G14Rik	TRE
ENSMUSG00000050945	Zfp438	TRE
ENSMUSG00000050957	Insl6	TRE
ENSMUSG00000050967	Creg2	TRE
ENSMUSG00000050994	9130014G24Rik	TRE
ENSMUSG00000050996	Cetn1	TRE
ENSMUSG00000051029	Serpinb1b	TRE
ENSMUSG00000051041	Olfml1	TRE
ENSMUSG00000051043	Gprc5c	TRE
ENSMUSG00000051048	P4ha3	TRE
ENSMUSG00000051067	Lingo3	TRE
ENSMUSG00000051076	Vtcn1	TRE
ENSMUSG00000051079	Rgs13	TRE
ENSMUSG00000051113	Fam71e1	TRE
ENSMUSG00000051124	Gimap9	TRE
ENSMUSG00000051146	Camk2n2	TRE
ENSMUSG00000051166	Eml5	TRE
ENSMUSG00000051169	Rpusd3	TRE
ENSMUSG00000051177	Plcb1	TRE
ENSMUSG00000051212	Gpr183	TRE
ENSMUSG00000051220	Ercc6l	TRE
ENSMUSG00000051224	Tceanc	TRE
ENSMUSG00000051228	Nyx	TRE
ENSMUSG00000051235	Gen1	TRE
ENSMUSG00000051314	Ffar2	TRE
ENSMUSG00000051316	Taf7	TRE
ENSMUSG00000051323	Pcdh19	TRE
ENSMUSG00000051331	Cacna1c	TRE
ENSMUSG00000051344	Plekhm3	TRE
ENSMUSG00000051359	Ncald	TRE
ENSMUSG00000051373	Ppapdc3	TRE
ENSMUSG00000051378	Kif18b	TRE
ENSMUSG00000051397	Tacstd2	TRE
ENSMUSG00000051401	Kctd16	TRE
ENSMUSG00000051427	Ccdc157	TRE
ENSMUSG00000051431	Gpr87	TRE
ENSMUSG00000051435	Fhad1	TRE
ENSMUSG00000051439	Cd14	TRE
ENSMUSG00000051444	Bbs12	TRE
ENSMUSG00000051497	Kcnj16	TRE
ENSMUSG00000051498	Tlr6	TRE
ENSMUSG00000051502	Ufsp1	TRE
ENSMUSG00000051504	Siglech	TRE
ENSMUSG00000051550	Zfp579	TRE
ENSMUSG00000051652	Lrrc3	TRE
ENSMUSG00000051682	Treml4	TRE
ENSMUSG00000051703	Tmem198	TRE
ENSMUSG00000051716	Apon	TRE
ENSMUSG00000051736	1700025K23Rik	TRE
ENSMUSG00000051790	Nlgn2	TRE
ENSMUSG00000051811	Cox6b2	TRE
ENSMUSG00000051851	Cxx1c	TRE
ENSMUSG00000051855	Mest	TRE
ENSMUSG00000051900	Abca16	TRE
ENSMUSG00000051906	Cd209f	TRE
ENSMUSG00000051910	Sox6	TRE
ENSMUSG00000051920	Rspo2	TRE
ENSMUSG00000051950	B3galtl	TRE
ENSMUSG00000051980	Casr	TRE
ENSMUSG00000051998	Lax1	TRE
ENSMUSG00000052013	Btla	TRE
ENSMUSG00000052026	Slc6a7	TRE
ENSMUSG00000052075	1700029F12Rik	TRE
ENSMUSG00000052087	Rgs14	TRE
ENSMUSG00000052099	Prss51	TRE
ENSMUSG00000052131	Akr1b7	TRE
ENSMUSG00000052133	Sema5b	TRE
ENSMUSG00000052142	Rasal3	TRE
ENSMUSG00000052160	Pld4	TRE
ENSMUSG00000052221	Ppp1r36	TRE
ENSMUSG00000052270	Fpr2	TRE
ENSMUSG00000052271	Bhlha15	TRE
ENSMUSG00000052302	Tbc1d30	TRE
ENSMUSG00000052336	Cx3cr1	TRE
ENSMUSG00000052353	9930013L23Rik	TRE
ENSMUSG00000052363	Zdhhc19	TRE
ENSMUSG00000052364	B630019K06Rik	TRE
ENSMUSG00000052372	Il1rapl1	TRE
ENSMUSG00000052373	Mpp3	TRE
ENSMUSG00000052374	Actn2	TRE
ENSMUSG00000052387	Trpm3	TRE
ENSMUSG00000052407	4930473A06Rik	TRE
ENSMUSG00000052430	Bmpr1b	TRE
ENSMUSG00000052477	C130026I21Rik	TRE
ENSMUSG00000052479	A330008L17Rik	TRE
ENSMUSG00000052485	Tmem171	TRE
ENSMUSG00000052504	Epha3	TRE
ENSMUSG00000052516	Robo2	TRE
ENSMUSG00000052520	Cyp2j5	TRE
ENSMUSG00000052525	Spdya	TRE
ENSMUSG00000052533	Nup188	TRE
ENSMUSG00000052549	Arl13a	TRE
ENSMUSG00000052551	Adarb2	TRE
ENSMUSG00000052557	Gan	TRE
ENSMUSG00000052572	Dlg2	TRE
ENSMUSG00000052581	Lrrtm4	TRE
ENSMUSG00000052584	Serp2	TRE
ENSMUSG00000052595	A1cf	TRE
ENSMUSG00000052613	Pcdh15	TRE
ENSMUSG00000052616	Ccdc79	TRE
ENSMUSG00000052631	Sh2d6	TRE
ENSMUSG00000052688	5430435G22Rik	TRE
ENSMUSG00000052726	Kcnt2	TRE
ENSMUSG00000052736	Klrc2	TRE
ENSMUSG00000052749	Trim30b	TRE
ENSMUSG00000052760	A630001G21Rik	TRE
ENSMUSG00000052783	Grk4	TRE
ENSMUSG00000052794	1700030K09Rik	TRE
ENSMUSG00000052819	Best2	TRE
ENSMUSG00000052821	Cysltr1	TRE
ENSMUSG00000052854	Nrk	TRE
ENSMUSG00000052861	Dnahc6	TRE
ENSMUSG00000052921	Arhgef15	TRE
ENSMUSG00000052926	Rnaseh2a	TRE
ENSMUSG00000052928	Ctif	TRE
ENSMUSG00000052942	Glis3	TRE
ENSMUSG00000052981	Ube2ql1	TRE
ENSMUSG00000053004	Hrh1	TRE
ENSMUSG00000053024	Cntn2	TRE
ENSMUSG00000053025	Sv2b	TRE
ENSMUSG00000053030	Spink2	TRE
ENSMUSG00000053044	Cd8b1	TRE
ENSMUSG00000053070	9230110C19Rik	TRE
ENSMUSG00000053093	Myh7	TRE
ENSMUSG00000053111	Fank1	TRE
ENSMUSG00000053117	E330013P04Rik	TRE
ENSMUSG00000053121	Gm5129	TRE
ENSMUSG00000053137	Mapk11	TRE
ENSMUSG00000053141	Ptprt	TRE
ENSMUSG00000053153	Spag16	TRE
ENSMUSG00000053158	Fes	TRE
ENSMUSG00000053166	Cdh22	TRE
ENSMUSG00000053178	Gm9897	TRE
ENSMUSG00000053198	Prx	TRE
ENSMUSG00000053199	Arhgap20	TRE
ENSMUSG00000053211	Zfy1	TRE
ENSMUSG00000053219	Raet1c	TRE
ENSMUSG00000053226	Dand5	TRE
ENSMUSG00000053310	Nrgn	TRE
ENSMUSG00000053318	Slamf8	TRE
ENSMUSG00000053367	Gm6792	TRE
ENSMUSG00000053390	Zfp952	TRE
ENSMUSG00000053399	Adamts18	TRE
